sampleId,geneSymbol,expressionLevel
ESP003-102_C2D28_Tumor,PRKCA,-1.459602
ESP003-102_C2D28_Tumor,TSLP,-2.906333
ESP003-102_C2D28_Tumor,HLA-DOB,-2.008625
ESP003-102_C2D28_Tumor,ANGPTL4,-1.595225
ESP003-102_C2D28_Tumor,TNFRSF25,0.866086
ESP003-102_C2D28_Tumor,MS4A4A,1.114737
ESP003-102_C2D28_Tumor,CLEC5A,-2.454923
ESP003-102_C2D28_Tumor,ITGAM,-2.232466
ESP003-102_C2D28_Tumor,MMP9,0.66985
ESP003-102_C2D28_Tumor,CD7,-2.15748
ESP003-102_C2D28_Tumor,VHL,-2.448574
ESP003-102_C2D28_Tumor,OLFML2B,-0.946368
ESP003-102_C2D28_Tumor,IL6,-4.180012
ESP003-102_C2D28_Tumor,TNFRSF1A,1.498715
ESP003-102_C2D28_Tumor,DKK1,-4.690015
ESP003-102_C2D28_Tumor,FANCA,-3.086336
ESP003-102_C2D28_Tumor,TNF,-1.46971
ESP003-102_C2D28_Tumor,LTB,-0.898805
ESP003-102_C2D28_Tumor,PPARGC1B,-2.778603
ESP003-102_C2D28_Tumor,RPS6KB1,-0.479602
ESP003-102_C2D28_Tumor,CD38,-1.914092
ESP003-102_C2D28_Tumor,DTX3L,1.77155
ESP003-102_C2D28_Tumor,TMEM173,-0.413073
ESP003-102_C2D28_Tumor,TYK2,4.968697
ESP003-102_C2D28_Tumor,NEIL1,-2.040428
ESP003-102_C2D28_Tumor,HELLS,-0.223165
ESP003-102_C2D28_Tumor,TGFBR1,0.667553
ESP003-102_C2D28_Tumor,MB21D1,-0.973716
ESP003-102_C2D28_Tumor,CCR2,-1.416934
ESP003-102_C2D28_Tumor,MSH2,-0.62482
ESP003-102_C2D28_Tumor,RAD51,-2.206323
ESP003-102_C2D28_Tumor,TNFRSF18,-2.060301
ESP003-102_C2D28_Tumor,FCGR3A/B,-0.156528
ESP003-102_C2D28_Tumor,STAT1,2.505141
ESP003-102_C2D28_Tumor,CTSS,2.647543
ESP003-102_C2D28_Tumor,PDK1,-0.70469
ESP003-102_C2D28_Tumor,ITGAV,1.744812
ESP003-102_C2D28_Tumor,ANGPT1,-3.520752
ESP003-102_C2D28_Tumor,BCL6B,-3.230305
ESP003-102_C2D28_Tumor,CDH2,-3.859134
ESP003-102_C2D28_Tumor,CSF3R,-2.05553
ESP003-102_C2D28_Tumor,RELB,-0.392634
ESP003-102_C2D28_Tumor,HLA-G,7.461239
ESP003-102_C2D28_Tumor,CXCL16,-0.010154
ESP003-102_C2D28_Tumor,IL6R,-0.696898
ESP003-102_C2D28_Tumor,PDGFA,-2.468018
ESP003-102_C2D28_Tumor,PIK3R1,1.092495
ESP003-102_C2D28_Tumor,HK1,0.347975
ESP003-102_C2D28_Tumor,AXL,-1.254078
ESP003-102_C2D28_Tumor,HK2,-0.349041
ESP003-102_C2D28_Tumor,PDGFRB,0.024607
ESP003-102_C2D28_Tumor,SMAD3,4.671391
ESP003-102_C2D28_Tumor,FADD,-1.291906
ESP003-102_C2D28_Tumor,CD74,6.517801
ESP003-102_C2D28_Tumor,RIPK2,-1.364956
ESP003-102_C2D28_Tumor,CD45RB,-0.528357
ESP003-102_C2D28_Tumor,BAD,-1.430044
ESP003-102_C2D28_Tumor,PKM,3.982533
ESP003-102_C2D28_Tumor,KLRB1,-4.610783
ESP003-102_C2D28_Tumor,ADORA2A,-2.884466
ESP003-102_C2D28_Tumor,IFIT1,-0.076912
ESP003-102_C2D28_Tumor,UBE2T,-2.729606
ESP003-102_C2D28_Tumor,RPL23,5.37509
ESP003-102_C2D28_Tumor,ARG2,-3.269393
ESP003-102_C2D28_Tumor,TGFBR2,2.173571
ESP003-102_C2D28_Tumor,CRABP2,2.299313
ESP003-102_C2D28_Tumor,BLK,-2.468875
ESP003-102_C2D28_Tumor,CCL14,0.789771
ESP003-102_C2D28_Tumor,CCNB1,0.287637
ESP003-102_C2D28_Tumor,STAT2,1.806753
ESP003-102_C2D28_Tumor,IKBKB,0.049194
ESP003-102_C2D28_Tumor,ZEB2,1.390534
ESP003-102_C2D28_Tumor,XIAP,6.540832
ESP003-102_C2D28_Tumor,LRRC32,-1.277483
ESP003-102_C2D28_Tumor,IL22RA1,-0.636425
ESP003-102_C2D28_Tumor,ELOB,-1.829257
ESP003-102_C2D28_Tumor,ITGA1,-0.758597
ESP003-102_C2D28_Tumor,IL24,-4.127122
ESP003-102_C2D28_Tumor,PVRIG,-2.694192
ESP003-102_C2D28_Tumor,RB1,0.645896
ESP003-102_C2D28_Tumor,SRP54,0.283137
ESP003-102_C2D28_Tumor,ICAM3,-1.220803
ESP003-102_C2D28_Tumor,CCR5,-0.553256
ESP003-102_C2D28_Tumor,CTLA4,-1.470616
ESP003-102_C2D28_Tumor,GLS,-2.288723
ESP003-102_C2D28_Tumor,GSK3B,5.933879
ESP003-102_C2D28_Tumor,ITGAE,-0.378249
ESP003-102_C2D28_Tumor,MET,-1.869666
ESP003-102_C2D28_Tumor,WNT3A,-3.357582
ESP003-102_C2D28_Tumor,TYMP,3.335109
ESP003-102_C2D28_Tumor,IFI16,3.395076
ESP003-102_C2D28_Tumor,PVR,-1.913895
ESP003-102_C2D28_Tumor,P4HA2,-0.355562
ESP003-102_C2D28_Tumor,BRIP1,-1.060598
ESP003-102_C2D28_Tumor,IL10RB,6.630497
ESP003-102_C2D28_Tumor,ESR1,-3.225359
ESP003-102_C2D28_Tumor,DAB2,0.448534
ESP003-102_C2D28_Tumor,DUSP1,1.895961
ESP003-102_C2D28_Tumor,CD8B,0.429625
ESP003-102_C2D28_Tumor,ACVR1C,-4.021028
ESP003-102_C2D28_Tumor,IL15,-0.346071
ESP003-102_C2D28_Tumor,KIR3DL1,-4.674322
ESP003-102_C2D28_Tumor,CDH1,1.126738
ESP003-102_C2D28_Tumor,HES1,-0.966489
ESP003-102_C2D28_Tumor,IHH,-3.854244
ESP003-102_C2D28_Tumor,CCL19,1.014855
ESP003-102_C2D28_Tumor,C2,-1.556551
ESP003-102_C2D28_Tumor,TLR7,-2.610597
ESP003-102_C2D28_Tumor,IL2RA,-2.000828
ESP003-102_C2D28_Tumor,PRKAA2,-3.000258
ESP003-102_C2D28_Tumor,COL11A2,-4.226641
ESP003-102_C2D28_Tumor,TNFRSF10D,-2.925564
ESP003-102_C2D28_Tumor,SIGLEC8,-4.043957
ESP003-102_C2D28_Tumor,PC,-1.313734
ESP003-102_C2D28_Tumor,IL17A,-5.20582
ESP003-102_C2D28_Tumor,GLI1,-3.546689
ESP003-102_C2D28_Tumor,GNG4,-3.025609
ESP003-102_C2D28_Tumor,LDHB,2.002841
ESP003-102_C2D28_Tumor,GATA3,7.771202
ESP003-102_C2D28_Tumor,DTX4,-3.92729
ESP003-102_C2D28_Tumor,CD3G,0.9884
ESP003-102_C2D28_Tumor,S100A8,8.29162
ESP003-102_C2D28_Tumor,ZC3H12A,-2.214946
ESP003-102_C2D28_Tumor,IER3,-1.281785
ESP003-102_C2D28_Tumor,CD4,0.39068
ESP003-102_C2D28_Tumor,S100A12,0.01201
ESP003-102_C2D28_Tumor,CD6,-0.201134
ESP003-102_C2D28_Tumor,CD163,1.251754
ESP003-102_C2D28_Tumor,DUSP2,-1.754378
ESP003-102_C2D28_Tumor,HERC6,-0.019234
ESP003-102_C2D28_Tumor,MRC1,1.61877
ESP003-102_C2D28_Tumor,DLL4,-3.866517
ESP003-102_C2D28_Tumor,SAMSN1,0.38768
ESP003-102_C2D28_Tumor,CD28,-1.317826
ESP003-102_C2D28_Tumor,TAP2,0.179864
ESP003-102_C2D28_Tumor,ICOS,-2.321798
ESP003-102_C2D28_Tumor,TNFSF12,-0.134306
ESP003-102_C2D28_Tumor,IFITM2,2.309758
ESP003-102_C2D28_Tumor,DNMT1,-0.164332
ESP003-102_C2D28_Tumor,TNFSF8,-2.458769
ESP003-102_C2D28_Tumor,TGFB2,-2.968874
ESP003-102_C2D28_Tumor,TMEM140,-1.344672
ESP003-102_C2D28_Tumor,COL11A1,-2.247661
ESP003-102_C2D28_Tumor,GIMAP6,-0.713175
ESP003-102_C2D28_Tumor,IRF4,-1.164757
ESP003-102_C2D28_Tumor,BNIP3,-1.460756
ESP003-102_C2D28_Tumor,FPR3,-0.340666
ESP003-102_C2D28_Tumor,HLA-C,3.585644
ESP003-102_C2D28_Tumor,VEGFC,-1.530106
ESP003-102_C2D28_Tumor,SIGLEC1,-0.996168
ESP003-102_C2D28_Tumor,BID,-1.425498
ESP003-102_C2D28_Tumor,MAPK10,-3.599035
ESP003-102_C2D28_Tumor,FCN1,-0.543532
ESP003-102_C2D28_Tumor,H2AFX,-1.099546
ESP003-102_C2D28_Tumor,CBLC,-1.553422
ESP003-102_C2D28_Tumor,CASP3,0.384897
ESP003-102_C2D28_Tumor,CD226,4.123583
ESP003-102_C2D28_Tumor,PIAS4,-1.325857
ESP003-102_C2D28_Tumor,HLA-DRA,5.634116
ESP003-102_C2D28_Tumor,ULBP2,-3.836612
ESP003-102_C2D28_Tumor,CASP1,1.370749
ESP003-102_C2D28_Tumor,MS4A2,-2.384186
ESP003-102_C2D28_Tumor,HSD11B1,-2.631346
ESP003-102_C2D28_Tumor,GAS1,-0.811462
ESP003-102_C2D28_Tumor,FUT4,-2.481498
ESP003-102_C2D28_Tumor,CSF1,-0.816508
ESP003-102_C2D28_Tumor,FAM30A,-3.376978
ESP003-102_C2D28_Tumor,ITPK1,0.030875
ESP003-102_C2D28_Tumor,BCAT1,-2.12642
ESP003-102_C2D28_Tumor,CD80,-2.425726
ESP003-102_C2D28_Tumor,C1QB,2.485202
ESP003-102_C2D28_Tumor,RELN,-3.14119
ESP003-102_C2D28_Tumor,ICAM5,-5.142479
ESP003-102_C2D28_Tumor,MAML2,-0.79031
ESP003-102_C2D28_Tumor,OLR1,-4.313942
ESP003-102_C2D28_Tumor,NFKBIE,-1.183811
ESP003-102_C2D28_Tumor,WNT11,-1.971234
ESP003-102_C2D28_Tumor,LILRA3,-3.339013
ESP003-102_C2D28_Tumor,TNFSF13B,-2.824887
ESP003-102_C2D28_Tumor,AIRE,1.23176
ESP003-102_C2D28_Tumor,TDO2,-2.867468
ESP003-102_C2D28_Tumor,MAP3K5,-0.508053
ESP003-102_C2D28_Tumor,HLA-F,2.042111
ESP003-102_C2D28_Tumor,CD3E,-0.562123
ESP003-102_C2D28_Tumor,RRM2,1.200449
ESP003-102_C2D28_Tumor,C7,-2.416909
ESP003-102_C2D28_Tumor,TNFRSF14,0.45828
ESP003-102_C2D28_Tumor,FCGRT,2.082497
ESP003-102_C2D28_Tumor,WNT2,-5.427251
ESP003-102_C2D28_Tumor,MICB,-1.030931
ESP003-102_C2D28_Tumor,HMGA1,1.368233
ESP003-102_C2D28_Tumor,IL21R,-2.539097
ESP003-102_C2D28_Tumor,CD300A,-1.307907
ESP003-102_C2D28_Tumor,TWIST1,-1.778538
ESP003-102_C2D28_Tumor,IL1RN,-2.249347
ESP003-102_C2D28_Tumor,CXCL1,-0.304741
ESP003-102_C2D28_Tumor,SFXN1,1.049907
ESP003-102_C2D28_Tumor,GNLY,0.708531
ESP003-102_C2D28_Tumor,ULBP5(RAET1G),2.898775
ESP003-102_C2D28_Tumor,NID2,-1.735046
ESP003-102_C2D28_Tumor,NECTIN1,2.870321
ESP003-102_C2D28_Tumor,SERPINA1,-0.155635
ESP003-102_C2D28_Tumor,NKG2C(KLRC2),3.217242
ESP003-102_C2D28_Tumor,PDGFB,-1.099079
ESP003-102_C2D28_Tumor,HLA-B,6.141857
ESP003-102_C2D28_Tumor,VCAM1,0.440565
ESP003-102_C2D28_Tumor,HLA-DPB1,4.036021
ESP003-102_C2D28_Tumor,HLA-DOA,-0.406533
ESP003-102_C2D28_Tumor,GBP2,2.692466
ESP003-102_C2D28_Tumor,ATM,1.023681
ESP003-102_C2D28_Tumor,PSMB8,1.592657
ESP003-102_C2D28_Tumor,MLH1,-1.199421
ESP003-102_C2D28_Tumor,STAT6,5.805013
ESP003-102_C2D28_Tumor,PLA1A,-3.389233
ESP003-102_C2D28_Tumor,NT5E,0.020894
ESP003-102_C2D28_Tumor,TOX,4.066571
ESP003-102_C2D28_Tumor,PALMD,-0.521813
ESP003-102_C2D28_Tumor,UBA7,0.188146
ESP003-102_C2D28_Tumor,PIK3CD,0.179531
ESP003-102_C2D28_Tumor,NOD2,-0.476418
ESP003-102_C2D28_Tumor,CEACAM3,-3.225812
ESP003-102_C2D28_Tumor,RIPK3,-1.92274
ESP003-102_C2D28_Tumor,IL1R2,-1.267023
ESP003-102_C2D28_Tumor,JAK1,0.593422
ESP003-102_C2D28_Tumor,LBP,1.079203
ESP003-102_C2D28_Tumor,ENO1,2.469561
ESP003-102_C2D28_Tumor,LILRA1,-3.014594
ESP003-102_C2D28_Tumor,BBS1,-1.080817
ESP003-102_C2D28_Tumor,MYD88,-0.773958
ESP003-102_C2D28_Tumor,CXCR3,-2.48832
ESP003-102_C2D28_Tumor,CD1C,-0.428815
ESP003-102_C2D28_Tumor,TLR9,-4.536679
ESP003-102_C2D28_Tumor,CCL7,-5.001527
ESP003-102_C2D28_Tumor,CPA3,0.904766
ESP003-102_C2D28_Tumor,SH2D1A,-1.113538
ESP003-102_C2D28_Tumor,CCR4,0.437896
ESP003-102_C2D28_Tumor,HDAC4,-1.024299
ESP003-102_C2D28_Tumor,POLD1,-2.220952
ESP003-102_C2D28_Tumor,PTPN11,1.154373
ESP003-102_C2D28_Tumor,JAK2,0.41046
ESP003-102_C2D28_Tumor,WNT10A,-1.761167
ESP003-102_C2D28_Tumor,ITGB2,1.899257
ESP003-102_C2D28_Tumor,TYMS,0.443638
ESP003-102_C2D28_Tumor,KAT2B,1.313213
ESP003-102_C2D28_Tumor,ITGA6,1.340695
ESP003-102_C2D28_Tumor,TBX21,-2.902672
ESP003-102_C2D28_Tumor,BRCA1,-1.951344
ESP003-102_C2D28_Tumor,COL17A1,2.993204
ESP003-102_C2D28_Tumor,BIRC3,-2.936709
ESP003-102_C2D28_Tumor,KRAS,-0.187893
ESP003-102_C2D28_Tumor,IL11RA,-1.431664
ESP003-102_C2D28_Tumor,PI-9(SERPINB9),5.643611
ESP003-102_C2D28_Tumor,SIRPA,0.48187
ESP003-102_C2D28_Tumor,CEBPB,2.180228
ESP003-102_C2D28_Tumor,VTCN1,-2.353357
ESP003-102_C2D28_Tumor,SGK1,1.768565
ESP003-102_C2D28_Tumor,NLRC5,0.848086
ESP003-102_C2D28_Tumor,CCL8,-0.853936
ESP003-102_C2D28_Tumor,TRAF1,0.123174
ESP003-102_C2D28_Tumor,ADAM12,-2.646512
ESP003-102_C2D28_Tumor,MMRN2,-0.915646
ESP003-102_C2D28_Tumor,PTGS2,-3.810585
ESP003-102_C2D28_Tumor,SMAD5,-0.186725
ESP003-102_C2D28_Tumor,CEACAM5,2.939729
ESP003-102_C2D28_Tumor,LCK,0.12008
ESP003-102_C2D28_Tumor,ITGB3,-2.541683
ESP003-102_C2D28_Tumor,FCGR2B,-2.680802
ESP003-102_C2D28_Tumor,NRAS,0.824327
ESP003-102_C2D28_Tumor,IL34,-2.163073
ESP003-102_C2D28_Tumor,LAMA1,-4.092344
ESP003-102_C2D28_Tumor,CLEC4E,-5.105224
ESP003-102_C2D28_Tumor,IL18R1,-0.786433
ESP003-102_C2D28_Tumor,MFNG,-0.442804
ESP003-102_C2D28_Tumor,TTC30A,-3.160905
ESP003-102_C2D28_Tumor,TNFRSF10C,-2.896653
ESP003-102_DE_Tumor,IGHG1,6.995687
ESP003-102_DE_Tumor,CCNO,-3.356264
ESP003-102_DE_Tumor,MYC,1.485405
ESP003-102_DE_Tumor,CD79A,-3.320714
ESP003-102_DE_Tumor,FSTL3,-1.955405
ESP003-102_DE_Tumor,VCAN,1.065429
ESP003-102_DE_Tumor,CX3CL1,-0.235169
ESP003-102_DE_Tumor,ERBB2,0.037378
ESP003-102_DE_Tumor,FAM124B,-3.596339
ESP003-102_DE_Tumor,AKT1,1.700561
ESP003-102_DE_Tumor,SMAD4,7.344722
ESP003-102_DE_Tumor,KDR,-1.438699
ESP003-102_DE_Tumor,EGF,-4.213295
ESP003-102_DE_Tumor,MAGEA12,-5.505486
ESP003-102_DE_Tumor,IFNA1,-5.668704
ESP003-102_DE_Tumor,TGFB3,-1.491353
ESP003-102_DE_Tumor,MFGE8,1.294884
ESP003-102_DE_Tumor,CXCL2,-0.146147
ESP003-102_DE_Tumor,CCND2,-0.688066
ESP003-102_DE_Tumor,PDZK1IP1,1.594483
ESP003-102_DE_Tumor,JAG2,-3.898303
ESP003-102_DE_Tumor,C5,-3.217695
ESP003-102_DE_Tumor,CD79B,-4.104602
ESP003-102_DE_Tumor,CXCR2,-2.067368
ESP003-102_DE_Tumor,PSMB10,-0.072147
ESP003-102_DE_Tumor,ZEB1,0.90995
ESP003-102_DE_Tumor,ANLN,-0.978918
ESP003-102_DE_Tumor,TAF3,-3.754773
ESP003-102_DE_Tumor,CD276,-0.282575
ESP003-102_DE_Tumor,ICAM1,0.463534
ESP003-102_DE_Tumor,IL16,0.38808
ESP003-102_DE_Tumor,CXCL3,-2.876544
ESP003-102_DE_Tumor,PRR5,-2.225359
ESP003-102_DE_Tumor,CTSW,-1.496929
ESP003-102_DE_Tumor,CXCR4,-2.309017
ESP003-102_DE_Tumor,IFNGR2,1.734018
ESP003-102_DE_Tumor,CDH11,-0.228812
ESP003-102_DE_Tumor,COL6A3,2.661107
ESP003-102_DE_Tumor,GZMK,-1.830825
ESP003-102_DE_Tumor,IRF2,-0.87788
ESP003-102_DE_Tumor,RPL7A,6.641839
ESP003-102_DE_Tumor,GPR160,-2.355541
ESP003-102_DE_Tumor,MICA,-0.844379
ESP003-102_DE_Tumor,TAPBPL,-0.143519
ESP003-102_DE_Tumor,LCP1,10.384346
ESP003-102_DE_Tumor,CXCL14,5.658555
ESP003-102_DE_Tumor,CD14,0.711848
ESP003-102_DE_Tumor,IL18,1.692813
ESP003-102_DE_Tumor,CLEC14A,-0.858707
ESP003-102_DE_Tumor,HMGB1,-0.838546
ESP003-102_DE_Tumor,KIF2C,-1.132198
ESP003-102_DE_Tumor,DNMT3A,6.166583
ESP003-102_DE_Tumor,RNLS,-3.192102
ESP003-102_DE_Tumor,RPTOR,-1.065135
ESP003-102_DE_Tumor,CD68,-0.052818
ESP003-102_DE_Tumor,CCL13,1.85351
ESP003-102_DE_Tumor,CYBB,1.641023
ESP003-102_DE_Tumor,PLA2G2A,-1.158559
ESP003-102_DE_Tumor,FGF13,-3.971223
ESP003-102_DE_Tumor,CNTFR,-2.669588
ESP003-102_DE_Tumor,CD244,-1.914772
ESP003-102_DE_Tumor,CSF2RB,-1.034629
ESP003-102_DE_Tumor,MAP3K7,0.464959
ESP003-102_DE_Tumor,FASLG,-0.600259
ESP003-102_DE_Tumor,CD209,-0.974258
ESP003-102_DE_Tumor,IRF7,-1.245515
ESP003-102_DE_Tumor,PTCD2,-2.202331
ESP003-102_DE_Tumor,PIK3R2,-0.493546
ESP003-102_DE_Tumor,ULBP6(RAET1L),2.458015
ESP003-102_DE_Tumor,LILRA5,-4.851433
ESP003-102_DE_Tumor,IL32,2.524195
ESP003-102_DE_Tumor,CCND3,-1.718333
ESP003-102_DE_Tumor,BIRC5,1.430122
ESP003-102_DE_Tumor,LGALS9,-0.814296
ESP003-102_DE_Tumor,RASAL1,-2.88162
ESP003-102_DE_Tumor,PDCD1LG2,-2.375765
ESP003-102_DE_Tumor,IL11,-3.596224
ESP003-102_DE_Tumor,PRKX,-3.77813
ESP003-102_DE_Tumor,SNCA,-2.388856
ESP003-102_DE_Tumor,ADGRE1,-5.243439
ESP003-102_DE_Tumor,IL1F7,5.865067
ESP003-102_DE_Tumor,PSMB9,2.0179
ESP003-102_DE_Tumor,RUNX3,-0.735483
ESP003-102_DE_Tumor,PGPEP1,-3.493905
ESP003-102_DE_Tumor,MELK,-1.633667
ESP003-102_DE_Tumor,ISG15,-0.716007
ESP003-102_DE_Tumor,EIF2B4,-3.36081
ESP003-102_DE_Tumor,IRF9,0.039708
ESP003-102_DE_Tumor,IL1A,-2.643895
ESP003-102_DE_Tumor,FCRL2,-5.389254
ESP003-102_DE_Tumor,EIF4EBP1,-1.016025
ESP003-102_DE_Tumor,LTBP1,0.801552
ESP003-102_DE_Tumor,CD40LG,-0.738773
ESP003-102_DE_Tumor,HEY1,-2.830624
ESP003-102_DE_Tumor,HLA-DQA1,3.21642
ESP003-102_DE_Tumor,PRLR,-3.142542
ESP003-102_DE_Tumor,TNFRSF11A,-1.983177
ESP003-102_DE_Tumor,AREG,-1.808682
ESP003-102_DE_Tumor,BBC3,-1.360253
ESP003-102_DE_Tumor,EDN1,-2.84997
ESP003-102_DE_Tumor,PARP12,0.092954
ESP003-102_DE_Tumor,PIK3CG,-1.132461
ESP003-102_DE_Tumor,IL4,-4.067331
ESP003-102_DE_Tumor,F2RL1,-1.006463
ESP003-102_DE_Tumor,CXCL6,-5.338647
ESP003-102_DE_Tumor,TNFSF18,-4.551275
ESP003-102_DE_Tumor,JAK3,0.232459
ESP003-102_DE_Tumor,NKG7,0.131295
ESP003-102_DE_Tumor,TAPBP,2.098581
ESP003-102_DE_Tumor,MTOR,-0.17107
ESP003-102_DE_Tumor,SELP,-2.015454
ESP003-102_DE_Tumor,HLA-E,3.817654
ESP003-102_DE_Tumor,GOT1,-0.725346
ESP003-102_DE_Tumor,SMAP1,0.825469
ESP003-102_DE_Tumor,CDKN1A,0.560658
ESP003-102_DE_Tumor,CD45RA,-4.368723
ESP003-102_DE_Tumor,HNF1A,-4.097315
ESP003-102_DE_Tumor,TICAM1,-1.764226
ESP003-102_DE_Tumor,C1QA,1.772554
ESP003-102_DE_Tumor,CD86,-2.126644
ESP003-102_DE_Tumor,ITGA4,-0.722126
ESP003-102_DE_Tumor,ROR2,-2.078828
ESP003-102_DE_Tumor,WNT7B,-2.315563
ESP003-102_DE_Tumor,FLT1,-0.809218
ESP003-102_DE_Tumor,CTAG1B,-4.596626
ESP003-102_DE_Tumor,CLEC7A,-0.575112
ESP003-102_DE_Tumor,TNFRSF4,-3.395194
ESP003-102_DE_Tumor,MS4A6A,-0.600417
ESP003-102_DE_Tumor,ZNF385A,7.057989
ESP003-102_DE_Tumor,ANGPT2,-3.825659
ESP003-102_DE_Tumor,APH1B,-2.092858
ESP003-102_DE_Tumor,RORC,-1.860126
ESP003-102_DE_Tumor,GSK3A,7.054388
ESP003-102_DE_Tumor,NECTIN2,0.667472
ESP003-102_DE_Tumor,DPP4,0.595565
ESP003-102_DE_Tumor,CCL2,1.675397
ESP003-102_DE_Tumor,HCST,6.939314
ESP003-102_DE_Tumor,NF1,-0.125123
ESP003-102_DE_Tumor,ULBP4(RAET1E),6.768252
ESP003-102_DE_Tumor,S100A9,8.384484
ESP003-102_DE_Tumor,NFKBIA,3.465422
ESP003-102_DE_Tumor,BNIP3L,2.615821
ESP003-102_DE_Tumor,CST2,-2.862641
ESP003-102_DE_Tumor,APOL6,1.788125
ESP003-102_DE_Tumor,SYCP1,2.840733
ESP003-102_DE_Tumor,LEF1,5.764373
ESP003-102_DE_Tumor,BRD4,0.929845
ESP003-102_DE_Tumor,SLC16A1,-0.703414
ESP003-102_DE_Tumor,THBD,-0.924341
ESP003-102_DE_Tumor,TIGIT,-2.467985
ESP003-102_DE_Tumor,VSIR,-2.195902
ESP003-102_DE_Tumor,TRIM21,-0.00513
ESP003-102_DE_Tumor,NBN,0.209399
ESP003-102_DE_Tumor,WNT4,-2.35661
ESP003-102_DE_Tumor,CXCL8,-3.894698
ESP003-102_DE_Tumor,FGF9,-4.871422
ESP003-102_DE_Tumor,C5AR1,-3.26343
ESP003-102_DE_Tumor,TNFRSF1B,0.227605
ESP003-102_DE_Tumor,HLA-DRB5,-4.306244
ESP003-102_DE_Tumor,GLUL,3.895026
ESP003-102_DE_Tumor,LY9,-0.256244
ESP003-102_DE_Tumor,TAP1,2.798869
ESP003-102_DE_Tumor,IFIH1,0.126021
ESP003-102_DE_Tumor,DEPTOR,-1.678478
ESP003-102_DE_Tumor,CSF1R,2.057843
ESP003-102_DE_Tumor,MARCO,0.758488
ESP003-102_DE_Tumor,NFIL3,-1.65378
ESP003-102_DE_Tumor,IKBKG,-0.924237
ESP003-102_DE_Tumor,CD58,-0.821511
ESP003-102_DE_Tumor,STAT5A,7.5135
ESP003-102_DE_Tumor,LOXL2,-2.629641
ESP003-102_DE_Tumor,SPRY4,-3.595524
ESP003-102_DE_Tumor,NFAM1,-3.901157
ESP003-102_DE_Tumor,SYK,-0.764247
ESP003-102_DE_Tumor,COMP,-0.458505
ESP003-102_DE_Tumor,IFI6,-0.096232
ESP003-102_DE_Tumor,RASGRF1,-4.208334
ESP003-102_DE_Tumor,HDAC5,-0.352901
ESP003-102_DE_Tumor,BAMBI,-3.681648
ESP003-102_DE_Tumor,MAGEC1,-4.731137
ESP003-102_DE_Tumor,FYN,0.276492
ESP003-102_DE_Tumor,TNFSF4,-3.396561
ESP003-102_DE_Tumor,CD274,-1.938478
ESP003-102_DE_Tumor,PRKACB,-0.121133
ESP003-102_DE_Tumor,IFIT2,-5.468576
ESP003-102_DE_Tumor,BRWD1,7.073615
ESP003-102_DE_Tumor,PPARG,-1.580885
ESP003-102_DE_Tumor,FYB1,8.84225
ESP003-102_DE_Tumor,PTEN,0.274642
ESP003-102_DE_Tumor,FOXP3,-4.186952
ESP003-102_DE_Tumor,SREBF1,-1.398246
ESP003-102_DE_Tumor,CD36,0.805887
ESP003-102_DE_Tumor,AXIN1,-1.36868
ESP003-102_DE_Tumor,KLRK1,0.774471
ESP003-102_DE_Tumor,GBP1,1.996536
ESP003-102_DE_Tumor,CXCL11,0.193623
ESP003-102_DE_Tumor,CXCL10,2.297781
ESP003-102_DE_Tumor,RIPK1,-0.889389
ESP003-102_DE_Tumor,MMP12,5.710539
ESP003-102_DE_Tumor,REN,-4.747534
ESP003-102_DE_Tumor,PRF1,-2.211259
ESP003-102_DE_Tumor,EIF2AK2,-0.755425
ESP003-102_DE_Tumor,LIF,-4.96809
ESP003-102_DE_Tumor,BRD3,-0.664432
ESP003-102_DE_Tumor,IGF2R,-1.103374
ESP003-102_DE_Tumor,FPR1,-2.236538
ESP003-102_DE_Tumor,DUSP5,-1.865021
ESP003-102_DE_Tumor,APC,-0.324681
ESP003-102_DE_Tumor,HDAC3,-1.357185
ESP003-102_DE_Tumor,CES3,-2.635211
ESP003-102_DE_Tumor,OAS2,-0.19339
ESP003-102_DE_Tumor,HDAC11,-2.94726
ESP003-102_DE_Tumor,THBS1,0.58295
ESP003-102_DE_Tumor,SLC11A1,-4.856984
ESP003-102_DE_Tumor,MAGEA3/A6,-5.057453
ESP003-102_DE_Tumor,ARID1A,0.709061
ESP003-102_DE_Tumor,CD48,1.457119
ESP003-102_DE_Tumor,GZMA,1.407661
ESP003-102_DE_Tumor,ICOSLG,-3.776047
ESP003-102_DE_Tumor,PIK3R5,-2.653474
ESP003-102_DE_Tumor,GZMM,-4.70408
ESP003-102_DE_Tumor,WNT5A,-1.918716
ESP003-102_DE_Tumor,TLR4,-1.362218
ESP003-102_DE_Tumor,GZMB,-2.412617
ESP003-102_DE_Tumor,PARP9,1.019315
ESP003-102_DE_Tumor,LY96,0.192722
ESP003-102_DE_Tumor,RAD50,-0.593604
ESP003-102_DE_Tumor,MX1,-0.154088
ESP003-102_DE_Tumor,CENPF,-2.150326
ESP003-102_DE_Tumor,SELL,-2.768981
ESP003-102_DE_Tumor,TNFSF10,2.688269
ESP003-102_DE_Tumor,LRG1,6.798525
ESP003-102_DE_Tumor,IL12RB2,-1.099743
ESP003-102_DE_Tumor,CXCL9,3.711836
ESP003-102_DE_Tumor,TRAT1,-0.376545
