sampleId,geneSymbol,expressionLevel
USA002-102_C2D28_Tumor,SIGLEC1,-1.011019
USA002-102_C2D28_Tumor,BID,-1.897359
USA002-102_C2D28_Tumor,MAPK10,-3.678367
USA002-102_C2D28_Tumor,FCN1,-1.614402
USA002-102_C2D28_Tumor,H2AFX,-1.716825
USA002-102_C2D28_Tumor,CBLC,-2.187593
USA002-102_C2D28_Tumor,CASP3,-0.448731
USA002-102_C2D28_Tumor,CD226,3.766717
USA002-102_C2D28_Tumor,PIAS4,-1.09586
USA002-102_C2D28_Tumor,HLA-DRA,5.267892
USA002-102_C2D28_Tumor,ULBP2,-3.774932
USA002-102_C2D28_Tumor,CASP1,0.925177
USA002-102_C2D28_Tumor,MS4A2,-1.709405
USA002-102_C2D28_Tumor,HSD11B1,-1.775908
USA002-102_C2D28_Tumor,GAS1,0.45381
USA002-102_C2D28_Tumor,FUT4,-2.667997
USA002-102_C2D28_Tumor,CSF1,-0.449973
USA002-102_C2D28_Tumor,FAM30A,-4.606931
USA002-102_C2D28_Tumor,ITPK1,-1.039536
USA002-102_C2D28_Tumor,BCAT1,-3.025996
USA002-102_C2D28_Tumor,CD80,-3.946429
USA002-102_C2D28_Tumor,C1QB,-0.005512
USA002-102_C2D28_Tumor,RELN,-2.924765
USA002-102_C2D28_Tumor,ICAM5,-3.236918
USA002-102_C2D28_Tumor,MAML2,-0.68349
USA002-102_C2D28_Tumor,OLR1,-4.199794
USA002-102_C2D28_Tumor,NFKBIE,-1.420057
USA002-102_C2D28_Tumor,WNT11,-2.150562
USA002-102_C2D28_Tumor,LILRA3,-3.827529
USA002-102_C2D28_Tumor,TNFSF13B,-2.851307
USA002-102_C2D28_Tumor,AIRE,3.094253
USA002-102_C2D28_Tumor,TDO2,-3.373472
USA002-102_C2D28_Tumor,MAP3K5,-0.855157
USA002-102_C2D28_Tumor,HLA-F,2.578126
USA002-102_C2D28_Tumor,CD3E,-1.206596
USA002-102_C2D28_Tumor,RRM2,-0.636714
USA002-102_C2D28_Tumor,C7,-1.894676
USA002-102_C2D28_Tumor,TNFRSF14,-0.748574
USA002-102_C2D28_Tumor,FCGRT,1.189693
USA002-102_C2D28_Tumor,WNT2,-4.481048
USA002-102_C2D28_Tumor,MICB,-1.34615
USA002-102_C2D28_Tumor,HMGA1,0.801485
USA002-102_C2D28_Tumor,IL21R,-1.584626
USA002-102_C2D28_Tumor,CD300A,-1.438871
USA002-102_C2D28_Tumor,TWIST1,-0.793388
USA002-102_C2D28_Tumor,IL1RN,-1.782752
USA002-102_C2D28_Tumor,CXCL1,-2.174825
USA002-102_C2D28_Tumor,SFXN1,0.613978
USA002-102_C2D28_Tumor,GNLY,-1.497268
USA002-102_C2D28_Tumor,ULBP5(RAET1G),3.129835
USA002-102_C2D28_Tumor,NID2,-1.359217
USA002-102_C2D28_Tumor,NECTIN1,2.999002
USA002-102_C2D28_Tumor,SERPINA1,-1.654895
USA002-102_C2D28_Tumor,NKG2C(KLRC2),5.033853
USA002-102_C2D28_Tumor,PDGFB,-1.362199
USA002-102_C2D28_Tumor,HLA-B,5.80164
USA002-102_C2D28_Tumor,VCAM1,-0.382802
USA002-102_C2D28_Tumor,HLA-DPB1,2.870874
USA002-102_C2D28_Tumor,HLA-DOA,-1.144827
USA002-102_C2D28_Tumor,GBP2,1.699666
USA002-102_C2D28_Tumor,ATM,0.559682
USA002-102_C2D28_Tumor,PSMB8,0.455686
USA002-102_C2D28_Tumor,MLH1,-1.081157
USA002-102_C2D28_Tumor,STAT6,6.007661
USA002-102_C2D28_Tumor,PLA1A,-4.381101
USA002-102_C2D28_Tumor,NT5E,-0.502387
USA002-102_C2D28_Tumor,TOX,3.936644
USA002-102_C2D28_Tumor,PALMD,0.19894
USA002-102_C2D28_Tumor,UBA7,-0.380224
USA002-102_C2D28_Tumor,PIK3CD,-0.739336
USA002-102_C2D28_Tumor,NOD2,-0.573897
USA002-102_C2D28_Tumor,CEACAM3,-2.864571
USA002-102_C2D28_Tumor,RIPK3,-1.561499
USA002-102_C2D28_Tumor,IL1R2,0.330577
USA002-102_C2D28_Tumor,JAK1,0.806198
USA002-102_C2D28_Tumor,LBP,1.408264
USA002-102_C2D28_Tumor,ENO1,3.050896
USA002-102_C2D28_Tumor,LILRA1,-2.748701
USA002-102_C2D28_Tumor,BBS1,-0.942467
USA002-102_C2D28_Tumor,MYD88,-1.128378
USA002-102_C2D28_Tumor,CXCR3,-2.157972
USA002-102_C2D28_Tumor,CD1C,-0.099754
USA002-102_C2D28_Tumor,TLR9,-3.116544
USA002-102_C2D28_Tumor,CCL7,-3.993395
USA002-102_C2D28_Tumor,CPA3,0.487097
USA002-102_C2D28_Tumor,SH2D1A,-2.356755
USA002-102_C2D28_Tumor,CCR4,-0.308391
USA002-102_C2D28_Tumor,HDAC4,-0.965813
USA002-102_C2D28_Tumor,POLD1,-1.907966
USA002-102_C2D28_Tumor,PTPN11,0.751288
USA002-102_C2D28_Tumor,JAK2,-1.700566
USA002-102_C2D28_Tumor,WNT10A,-0.717019
USA002-102_C2D28_Tumor,ITGB2,0.976507
USA002-102_C2D28_Tumor,TYMS,-0.277289
USA002-102_C2D28_Tumor,KAT2B,0.895588
USA002-102_C2D28_Tumor,ITGA6,1.186098
USA002-102_C2D28_Tumor,TBX21,-2.602832
USA002-102_C2D28_Tumor,BRCA1,-2.431036
USA002-102_C2D28_Tumor,COL17A1,3.297124
USA002-102_C2D28_Tumor,BIRC3,-2.803737
USA002-102_C2D28_Tumor,KRAS,-1.351029
USA002-102_C2D28_Tumor,IL11RA,-0.277281
USA002-102_C2D28_Tumor,PI-9(SERPINB9),5.171416
USA002-102_C2D28_Tumor,SIRPA,0.380859
USA002-102_C2D28_Tumor,CEBPB,1.146623
USA002-102_C2D28_Tumor,VTCN1,-4.072286
USA002-102_C2D28_Tumor,SGK1,0.928213
USA002-102_C2D28_Tumor,NLRC5,0.683089
USA002-102_C2D28_Tumor,CCL8,-2.049614
USA002-102_C2D28_Tumor,TRAF1,-0.996799
USA002-102_C2D28_Tumor,ADAM12,-1.316635
USA002-102_C2D28_Tumor,MMRN2,-0.29137
USA002-102_C2D28_Tumor,PTGS2,-3.226952
USA002-102_C2D28_Tumor,SMAD5,0.304253
USA002-102_C2D28_Tumor,CEACAM5,2.160792
USA002-102_C2D28_Tumor,LCK,-1.018991
USA002-102_C2D28_Tumor,ITGB3,-4.093565
USA002-102_C2D28_Tumor,FCGR2B,-2.83978
USA002-102_C2D28_Tumor,NRAS,0.934029
USA002-102_C2D28_Tumor,IL34,-0.477902
USA002-102_C2D28_Tumor,LAMA1,-4.322298
USA002-102_C2D28_Tumor,CLEC4E,-4.743983
USA002-102_C2D28_Tumor,IL18R1,-0.892696
USA002-102_C2D28_Tumor,MFNG,-1.901482
USA002-102_C2D28_Tumor,TTC30A,-1.965837
USA002-102_C2D28_Tumor,TNFRSF10C,-2.313019
USA002-102_C2D28_Tumor_Mac,IGHG1,7.935941
USA002-102_C2D28_Tumor_Mac,CCNO,-4.449271
USA002-102_C2D28_Tumor_Mac,MYC,1.736637
USA002-102_C2D28_Tumor_Mac,CD79A,-4.74045
USA002-102_C2D28_Tumor_Mac,FSTL3,-2.751743
USA002-102_C2D28_Tumor_Mac,VCAN,1.003958
USA002-102_C2D28_Tumor_Mac,CX3CL1,-0.400511
USA002-102_C2D28_Tumor_Mac,ERBB2,0.42841
USA002-102_C2D28_Tumor_Mac,FAM124B,-3.63872
USA002-102_C2D28_Tumor_Mac,AKT1,1.422439
USA002-102_C2D28_Tumor_Mac,SMAD4,7.635684
USA002-102_C2D28_Tumor_Mac,KDR,-1.893474
USA002-102_C2D28_Tumor_Mac,EGF,-5.026194
USA002-102_C2D28_Tumor_Mac,MAGEA12,-6.221423
USA002-102_C2D28_Tumor_Mac,IFNA1,-6.362614
USA002-102_C2D28_Tumor_Mac,TGFB3,-1.521776
USA002-102_C2D28_Tumor_Mac,MFGE8,0.378145
USA002-102_C2D28_Tumor_Mac,CXCL2,-2.261715
USA002-102_C2D28_Tumor_Mac,CCND2,-0.21759
USA002-102_C2D28_Tumor_Mac,PDZK1IP1,-0.339126
USA002-102_C2D28_Tumor_Mac,JAG2,-2.610003
USA002-102_C2D28_Tumor_Mac,C5,-2.518594
USA002-102_C2D28_Tumor_Mac,CD79B,-3.296012
USA002-102_C2D28_Tumor_Mac,CXCR2,-4.166633
USA002-102_C2D28_Tumor_Mac,PSMB10,-0.643735
USA002-102_C2D28_Tumor_Mac,ZEB1,0.628175
USA002-102_C2D28_Tumor_Mac,ANLN,-1.756333
USA002-102_C2D28_Tumor_Mac,TAF3,-3.030643
USA002-102_C2D28_Tumor_Mac,CD276,-0.340966
USA002-102_C2D28_Tumor_Mac,ICAM1,-0.019581
USA002-102_C2D28_Tumor_Mac,IL16,0.144202
USA002-102_C2D28_Tumor_Mac,CXCL3,-5.015692
USA002-102_C2D28_Tumor_Mac,PRR5,-2.608536
USA002-102_C2D28_Tumor_Mac,CTSW,-2.751233
USA002-102_C2D28_Tumor_Mac,CXCR4,-1.883263
USA002-102_C2D28_Tumor_Mac,IFNGR2,1.218779
USA002-102_C2D28_Tumor_Mac,CDH11,0.222299
USA002-102_C2D28_Tumor_Mac,COL6A3,2.217629
USA002-102_C2D28_Tumor_Mac,GZMK,-2.101137
USA002-102_C2D28_Tumor_Mac,IRF2,-1.35503
USA002-102_C2D28_Tumor_Mac,RPL7A,6.629393
USA002-102_C2D28_Tumor_Mac,GPR160,-2.779252
USA002-102_C2D28_Tumor_Mac,MICA,-0.201903
USA002-102_C2D28_Tumor_Mac,TAPBPL,-0.594197
USA002-102_C2D28_Tumor_Mac,LCP1,9.135246
USA002-102_C2D28_Tumor_Mac,CXCL14,5.682415
USA002-102_C2D28_Tumor_Mac,CD14,-0.032446
USA002-102_C2D28_Tumor_Mac,IL18,2.474191
USA002-102_C2D28_Tumor_Mac,CLEC14A,-0.147634
USA002-102_C2D28_Tumor_Mac,HMGB1,-0.567222
USA002-102_C2D28_Tumor_Mac,KIF2C,-2.843898
USA002-102_C2D28_Tumor_Mac,DNMT3A,7.039462
USA002-102_C2D28_Tumor_Mac,RNLS,-3.265301
USA002-102_C2D28_Tumor_Mac,RPTOR,-0.678758
USA002-102_C2D28_Tumor_Mac,CD68,-2.347458
USA002-102_C2D28_Tumor_Mac,CCL13,-1.08599
USA002-102_C2D28_Tumor_Mac,CYBB,-0.14228
USA002-102_C2D28_Tumor_Mac,PLA2G2A,-2.553746
USA002-102_C2D28_Tumor_Mac,FGF13,-3.2959
USA002-102_C2D28_Tumor_Mac,CNTFR,-2.610592
USA002-102_C2D28_Tumor_Mac,CD244,-3.078168
USA002-102_C2D28_Tumor_Mac,CSF2RB,-1.322385
USA002-102_C2D28_Tumor_Mac,MAP3K7,0.248123
USA002-102_C2D28_Tumor_Mac,FASLG,-2.225559
USA002-102_C2D28_Tumor_Mac,CD209,-2.655569
USA002-102_C2D28_Tumor_Mac,IRF7,-2.172676
USA002-102_C2D28_Tumor_Mac,PTCD2,-2.171956
USA002-102_C2D28_Tumor_Mac,PIK3R2,-0.153973
USA002-102_C2D28_Tumor_Mac,ULBP6(RAET1L),1.258093
USA002-102_C2D28_Tumor_Mac,LILRA5,-6.862826
USA002-102_C2D28_Tumor_Mac,IL32,1.662655
USA002-102_C2D28_Tumor_Mac,CCND3,-1.070174
USA002-102_C2D28_Tumor_Mac,BIRC5,-0.328686
USA002-102_C2D28_Tumor_Mac,LGALS9,-1.219893
USA002-102_C2D28_Tumor_Mac,RASAL1,-4.001947
USA002-102_C2D28_Tumor_Mac,PDCD1LG2,-1.811271
USA002-102_C2D28_Tumor_Mac,IL11,-3.236058
USA002-102_C2D28_Tumor_Mac,PRKX,-4.494067
USA002-102_C2D28_Tumor_Mac,SNCA,-2.718262
USA002-102_C2D28_Tumor_Mac,ADGRE1,-5.728763
USA002-102_C2D28_Tumor_Mac,IL1F7,6.555357
USA002-102_C2D28_Tumor_Mac,PSMB9,1.254541
USA002-102_C2D28_Tumor_Mac,RUNX3,-1.299977
USA002-102_C2D28_Tumor_Mac,PGPEP1,-3.301821
USA002-102_C2D28_Tumor_Mac,MELK,-3.48219
USA002-102_C2D28_Tumor_Mac,ISG15,-0.387791
USA002-102_C2D28_Tumor_Mac,EIF2B4,-3.152238
USA002-102_C2D28_Tumor_Mac,IRF9,-0.29715
USA002-102_C2D28_Tumor_Mac,IL1A,-4.356184
USA002-102_C2D28_Tumor_Mac,FCRL2,-6.668127
USA002-102_C2D28_Tumor_Mac,EIF4EBP1,-0.800133
USA002-102_C2D28_Tumor_Mac,LTBP1,0.139703
USA002-102_C2D28_Tumor_Mac,CD40LG,-1.86551
USA002-102_C2D28_Tumor_Mac,HEY1,-2.771627
USA002-102_C2D28_Tumor_Mac,HLA-DQA1,2.279911
USA002-102_C2D28_Tumor_Mac,PRLR,-3.720976
USA002-102_C2D28_Tumor_Mac,TNFRSF11A,-1.750056
USA002-102_C2D28_Tumor_Mac,AREG,-2.787295
USA002-102_C2D28_Tumor_Mac,BBC3,0.105168
USA002-102_C2D28_Tumor_Mac,EDN1,-0.653338
USA002-102_C2D28_Tumor_Mac,PARP12,-0.277967
USA002-102_C2D28_Tumor_Mac,PIK3CG,-1.484302
USA002-102_C2D28_Tumor_Mac,IL4,-4.160338
USA002-102_C2D28_Tumor_Mac,F2RL1,-0.466955
USA002-102_C2D28_Tumor_Mac,CXCL6,-6.27965
USA002-102_C2D28_Tumor_Mac,TNFSF18,-6.451636
USA002-102_C2D28_Tumor_Mac,JAK3,-0.503927
USA002-102_C2D28_Tumor_Mac,NKG7,-0.490425
USA002-102_C2D28_Tumor_Mac,TAPBP,2.102304
USA002-102_C2D28_Tumor_Mac,MTOR,-1.013565
USA002-102_C2D28_Tumor_Mac,SELP,-1.871421
USA002-102_C2D28_Tumor_Mac,HLA-E,3.384045
USA002-102_C2D28_Tumor_Mac,GOT1,-1.971704
USA002-102_C2D28_Tumor_Mac,SMAP1,0.583143
USA002-102_C2D28_Tumor_Mac,CDKN1A,-0.285022
USA002-102_C2D28_Tumor_Mac,CD45RA,-3.821626
USA002-102_C2D28_Tumor_Mac,HNF1A,-4.386242
USA002-102_C2D28_Tumor_Mac,TICAM1,-1.700211
USA002-102_C2D28_Tumor_Mac,C1QA,0.192309
USA002-102_C2D28_Tumor_Mac,CD86,-3.415571
USA002-102_C2D28_Tumor_Mac,ITGA4,-1.624689
USA002-102_C2D28_Tumor_Mac,ROR2,-1.861057
USA002-102_C2D28_Tumor_Mac,WNT7B,-0.637657
USA002-102_C2D28_Tumor_Mac,FLT1,-0.956417
USA002-102_C2D28_Tumor_Mac,CTAG1B,-6.344984
USA002-102_C2D28_Tumor_Mac,CLEC7A,-2.233984
USA002-102_C2D28_Tumor_Mac,TNFRSF4,-5.831609
USA002-102_C2D28_Tumor_Mac,MS4A6A,-2.638282
USA002-102_C2D28_Tumor_Mac,ZNF385A,6.8017
USA002-102_C2D28_Tumor_Mac,ANGPT2,-2.752016
USA002-102_C2D28_Tumor_Mac,APH1B,-3.308722
USA002-102_C2D28_Tumor_Mac,RORC,-1.083895
USA002-102_C2D28_Tumor_Mac,GSK3A,6.911456
USA002-102_C2D28_Tumor_Mac,NECTIN2,0.192989
USA002-102_C2D28_Tumor_Mac,DPP4,0.131303
USA002-102_C2D28_Tumor_Mac,CCL2,2.142819
USA002-102_C2D28_Tumor_Mac,HCST,6.639664
USA002-102_C2D28_Tumor_Mac,NF1,0.507947
USA002-102_C2D28_Tumor_Mac,ULBP4(RAET1E),5.413714
USA002-102_C2D28_Tumor_Mac,S100A9,3.089657
USA002-102_C2D28_Tumor_Mac,NFKBIA,3.288096
USA002-102_C2D28_Tumor_Mac,BNIP3L,1.549506
USA002-102_C2D28_Tumor_Mac,CST2,-4.441075
USA002-102_C2D28_Tumor_Mac,APOL6,-0.107987
USA002-102_C2D28_Tumor_Mac,SYCP1,1.069654
USA002-102_C2D28_Tumor_Mac,LEF1,5.213738
USA002-102_C2D28_Tumor_Mac,BRD4,1.101587
USA002-102_C2D28_Tumor_Mac,SLC16A1,-1.246399
USA002-102_C2D28_Tumor_Mac,THBD,-0.819248
USA002-102_C2D28_Tumor_Mac,TIGIT,-2.19864
USA002-102_C2D28_Tumor_Mac,VSIR,-1.636832
USA002-102_C2D28_Tumor_Mac,TRIM21,-0.882475
USA002-102_C2D28_Tumor_Mac,NBN,-0.104578
USA002-102_C2D28_Tumor_Mac,WNT4,-1.06651
USA002-102_C2D28_Tumor_Mac,CXCL8,-7.058094
USA002-102_C2D28_Tumor_Mac,FGF9,-5.071344
USA002-102_C2D28_Tumor_Mac,C5AR1,-4.274823
USA002-102_C2D28_Tumor_Mac,TNFRSF1B,-0.493932
USA002-102_C2D28_Tumor_Mac,HLA-DRB5,-5.000155
USA002-102_C2D28_Tumor_Mac,GLUL,3.55257
USA002-102_C2D28_Tumor_Mac,LY9,-1.75325
USA002-102_C2D28_Tumor_Mac,TAP1,2.332938
USA002-102_C2D28_Tumor_Mac,IFIH1,0.086746
USA002-102_C2D28_Tumor_Mac,DEPTOR,-1.945982
USA002-102_C2D28_Tumor_Mac,CSF1R,1.457075
USA002-102_C2D28_Tumor_Mac,MARCO,-1.00437
USA002-102_C2D28_Tumor_Mac,NFIL3,-1.067719
USA002-102_C2D28_Tumor_Mac,IKBKG,-1.274719
USA002-102_C2D28_Tumor_Mac,CD58,-1.710587
USA002-102_C2D28_Tumor_Mac,STAT5A,6.961773
USA002-102_C2D28_Tumor_Mac,LOXL2,-3.725133
USA002-102_C2D28_Tumor_Mac,SPRY4,-3.460261
USA002-102_C2D28_Tumor_Mac,NFAM1,-3.333739
USA002-102_C2D28_Tumor_Mac,SYK,-0.599343
USA002-102_C2D28_Tumor_Mac,COMP,-1.430603
USA002-102_C2D28_Tumor_Mac,IFI6,-1.216038
USA002-102_C2D28_Tumor_Mac,RASGRF1,-4.606195
USA002-102_C2D28_Tumor_Mac,HDAC5,0.137378
USA002-102_C2D28_Tumor_Mac,BAMBI,-3.66218
USA002-102_C2D28_Tumor_Mac,MAGEC1,-6.701888
USA002-102_C2D28_Tumor_Mac,FYN,0.448808
USA002-102_C2D28_Tumor_Mac,TNFSF4,-4.255103
USA002-102_C2D28_Tumor_Mac,CD274,-3.529202
USA002-102_C2D28_Tumor_Mac,PRKACB,-0.336096
USA002-102_C2D28_Tumor_Mac,IFIT2,-4.721768
USA002-102_C2D28_Tumor_Mac,BRWD1,6.779864
USA002-102_C2D28_Tumor_Mac,PPARG,-3.34965
USA002-102_C2D28_Tumor_Mac,FYB1,6.745785
USA002-102_C2D28_Tumor_Mac,PTEN,0.447103
USA002-102_C2D28_Tumor_Mac,FOXP3,-4.852849
USA002-102_C2D28_Tumor_Mac,SREBF1,-1.692096
USA002-102_C2D28_Tumor_Mac,CD36,-1.845388
USA002-102_C2D28_Tumor_Mac,AXIN1,-0.561055
USA002-102_C2D28_Tumor_Mac,KLRK1,-1.015017
USA002-102_C2D28_Tumor_Mac,GBP1,-0.251465
USA002-102_C2D28_Tumor_Mac,CXCL11,-2.409194
USA002-102_C2D28_Tumor_Mac,CXCL10,0.431592
USA002-102_C2D28_Tumor_Mac,RIPK1,-0.88648
USA002-102_C2D28_Tumor_Mac,MMP12,0.377218
USA002-102_C2D28_Tumor_Mac,REN,-7.718285
USA002-102_C2D28_Tumor_Mac,PRF1,-2.505899
USA002-102_C2D28_Tumor_Mac,EIF2AK2,-0.761777
USA002-102_C2D28_Tumor_Mac,LIF,-1.784684
USA002-102_C2D28_Tumor_Mac,BRD3,0.151686
USA002-102_C2D28_Tumor_Mac,IGF2R,-0.971314
USA002-102_C2D28_Tumor_Mac,FPR1,-3.36146
USA002-102_C2D28_Tumor_Mac,DUSP5,-2.643881
USA002-102_C2D28_Tumor_Mac,APC,0.10942
USA002-102_C2D28_Tumor_Mac,HDAC3,-1.448068
USA002-102_C2D28_Tumor_Mac,CES3,-2.523985
USA002-102_C2D28_Tumor_Mac,OAS2,-1.290334
USA002-102_C2D28_Tumor_Mac,HDAC11,-2.262659
USA002-102_C2D28_Tumor_Mac,THBS1,0.236405
USA002-102_C2D28_Tumor_Mac,SLC11A1,-5.297914
USA002-102_C2D28_Tumor_Mac,MAGEA3/A6,-4.898921
USA002-102_C2D28_Tumor_Mac,ARID1A,0.581825
USA002-102_C2D28_Tumor_Mac,CD48,0.495966
USA002-102_C2D28_Tumor_Mac,GZMA,-0.917565
USA002-102_C2D28_Tumor_Mac,ICOSLG,-3.27431
USA002-102_C2D28_Tumor_Mac,PIK3R5,-3.183814
USA002-102_C2D28_Tumor_Mac,GZMM,-3.504906
USA002-102_C2D28_Tumor_Mac,WNT5A,-4.547775
USA002-102_C2D28_Tumor_Mac,TLR4,-2.940652
USA002-102_C2D28_Tumor_Mac,GZMB,-3.128555
USA002-102_C2D28_Tumor_Mac,PARP9,0.281978
USA002-102_C2D28_Tumor_Mac,LY96,-1.392631
USA002-102_C2D28_Tumor_Mac,RAD50,0.463126
USA002-102_C2D28_Tumor_Mac,MX1,0.091628
USA002-102_C2D28_Tumor_Mac,CENPF,-3.059405
USA002-102_C2D28_Tumor_Mac,SELL,-3.932377
USA002-102_C2D28_Tumor_Mac,TNFSF10,2.875739
USA002-102_C2D28_Tumor_Mac,LRG1,4.359297
USA002-102_C2D28_Tumor_Mac,IL12RB2,-2.478407
USA002-102_C2D28_Tumor_Mac,CXCL9,0.094472
USA002-102_C2D28_Tumor_Mac,TRAT1,-0.932952
USA002-102_C2D28_Tumor_Mac,STC1,-5.816549
USA002-102_C2D28_Tumor_Mac,IL2RB,-1.83929
USA002-102_C2D28_Tumor_Mac,LILRB4,-2.747673
USA002-102_C2D28_Tumor_Mac,SOX2,-5.059369
USA002-102_C2D28_Tumor_Mac,HCK,-1.119222
USA002-102_C2D28_Tumor_Mac,WNT2B,-2.730526
USA002-102_C2D28_Tumor_Mac,IL1B,-3.559165
USA002-102_C2D28_Tumor_Mac,TLR1,-2.607472
USA002-102_C2D28_Tumor_Mac,NKp44(NCR2),3.724336
USA002-102_C2D28_Tumor_Mac,CCL22,-1.771138
USA002-102_C2D28_Tumor_Mac,ICAM2,-2.109669
USA002-102_C2D28_Tumor_Mac,MAP3K12,-3.212705
USA002-102_C2D28_Tumor_Mac,JAG1,2.29345
USA002-102_C2D28_Tumor_Mac,CCL3/L1,-3.182994
USA002-102_C2D28_Tumor_Mac,SOCS1,-1.59558
USA002-102_C2D28_Tumor_Mac,BCL2,-0.8997
USA002-102_C2D28_Tumor_Mac,MAP3K8,-1.134094
USA002-102_C2D28_Tumor_Mac,MMP1,-8.328917
USA002-102_C2D28_Tumor_Mac,CMKLR1,-2.365039
USA002-102_C2D28_Tumor_Mac,MAF,8.898404
USA002-102_C2D28_Tumor_Mac,NKG2A(KLRC1),5.466724
USA002-102_C2D28_Tumor_Mac,TNFRSF17,-5.100633
USA002-102_C2D28_Tumor_Mac,TLR8,-3.389476
USA002-102_C2D28_Tumor_Mac,TPM1,0.729113
USA002-102_C2D28_Tumor_Mac,CXorf36,-2.951833
USA002-102_C2D28_Tumor_Mac,NLRP3,-5.484312
USA002-102_C2D28_Tumor_Mac,DEFB134,-6.100813
USA002-102_C2D28_Tumor_Mac,HLA-DQA2,1.657963
USA002-102_C2D28_Tumor_Mac,IGHM,7.19882
USA002-102_C2D28_Tumor_Mac,CX3CR1,-0.824906
USA002-102_C2D28_Tumor_Mac,APLNR,-3.007811
USA002-102_C2D28_Tumor_Mac,MXI1,-1.296221
USA002-102_C2D28_Tumor_Mac,FZD9,-4.497863
USA002-102_C2D28_Tumor_Mac,COL4A5,-0.906714
USA002-102_C2D28_Tumor_Mac,FCAR,-4.643511
USA002-102_C2D28_Tumor_Mac,BRCA2,-2.156857
USA002-102_C2D28_Tumor_Mac,SFRP4,-2.507816
USA002-102_C2D28_Tumor_Mac,TLR3,-0.064242
USA002-102_C2D28_Tumor_Mac,IL2RG,-0.952451
USA002-102_C2D28_Tumor_Mac,CD84,-0.930382
USA002-102_C2D28_Tumor_Mac,HLA-DPA1,3.224112
USA002-102_C2D28_Tumor_Mac,RBL2,1.161891
USA002-102_C2D28_Tumor_Mac,CCL18,-3.928545
USA002-102_C2D28_Tumor_Mac,IRF3,-0.486796
USA002-102_C2D28_Tumor_Mac,TNFRSF8,-5.34634
USA002-102_C2D28_Tumor_Mac,KIR3DL2,-5.260211
USA002-102_C2D28_Tumor_Mac,TNFSF13,-2.531442
USA002-102_C2D28_Tumor_Mac,CLECL1,-4.165997
USA002-102_C2D28_Tumor_Mac,TNFRSF10B,-0.270962
USA002-102_C2D28_Tumor_Mac,MAGEC2,-6.569191
USA002-102_C2D28_Tumor_Mac,CDKN2A,-2.826588
USA002-102_C2D28_Tumor_Mac,ADM,-1.424466
USA002-102_C2D28_Tumor_Mac,PNOC,-4.798911
USA002-102_C2D28_Tumor_Mac,CD247,-1.531602
USA002-102_C2D28_Tumor_Mac,PTPRC,0.818578
USA002-102_C2D28_Tumor_Mac,OAS3,-0.753017
USA002-102_C2D28_Tumor_Mac,LAG3,-3.198969
USA002-102_C2D28_Tumor_Mac,FOSL1,-3.980535
USA002-102_C2D28_Tumor_Mac,EOMES,-3.031442
USA002-102_C2D28_Tumor_Mac,IL10RA,-1.775887
USA002-102_C2D28_Tumor_Mac,WDR76,-2.671365
USA002-102_C2D28_Tumor_Mac,GPC4,-4.471213
USA002-102_C2D28_Tumor_Mac,GTSF1,2.395548
USA002-102_C2D28_Tumor_Mac,SLAMF7,-4.837475
USA002-102_C2D28_Tumor_Mac,RSAD2,-2.641497
USA002-102_C2D28_Tumor_Mac,TLR5,-2.291558
USA002-102_C2D28_Tumor_Mac,VEGFA,-0.460559
USA002-102_C2D28_Tumor_Mac,ULBP3,2.504539
USA002-102_C2D28_Tumor_Mac,COL5A1,1.724933
USA002-102_C2D28_Tumor_Mac,CD3D,0.755088
USA002-102_C2D28_Tumor_Mac,FBP1,-3.144313
USA002-102_C2D28_Tumor_Mac,ERO1A,-0.405168
USA002-102_C2D28_Tumor_Mac,CCL21,0.977604
USA002-102_C2D28_Tumor_Mac,E2F3,-2.127622
USA002-102_C2D28_Tumor_Mac,LDHA,3.057797
USA002-102_C2D28_Tumor_Mac,MS4A1,-3.992151
USA002-102_C2D28_Tumor_Mac,CD69,-1.678998
USA002-102_C2D28_Tumor_Mac,SERPINB5,2.43245
USA002-102_C2D28_Tumor_Mac,FAP,-2.90186
USA002-102_C2D28_Tumor_Mac,ITGA2,0.287179
USA002-102_C2D28_Tumor_Mac,SIGLEC5,-4.928529
USA002-102_C2D28_Tumor_Mac,SIRPB2,-3.527279
USA002-102_C2D28_Tumor_Mac,EPM2AIP1,-0.253237
USA002-102_C2D28_Tumor_Mac,FGF18,-4.628769
USA002-102_C2D28_Tumor_Mac,HRAS,0.53598
USA002-102_C2D28_Tumor_Mac,CCND1,2.347913
USA002-102_C2D28_Tumor_Mac,LAMB3,1.032898
USA002-102_C2D28_Tumor_Mac,IL26,4.034622
USA002-102_C2D28_Tumor_Mac,ID4,0.682657
USA002-102_C2D28_Tumor_Mac,ITK,4.803576
USA002-102_C2D28_Tumor_Mac,CCL4,-2.965097
USA002-102_C2D28_Tumor_Mac,GZMH,-4.260789
USA002-102_C2D28_Tumor_Mac,API5,1.979022
USA002-102_C2D28_Tumor_Mac,PTGER4,-1.060659
USA002-102_C2D28_Tumor_Mac,ITGB8,0.107228
USA002-102_C2D28_Tumor_Mac,TNKS,-0.665678
USA002-102_C2D28_Tumor_Mac,CEACAM1,4.103828
USA002-102_C2D28_Tumor_Mac,B2M,6.058761
USA002-102_C2D28_Tumor_Mac,TP53,1.154703
